微博id,微博正文,发布位置,发布时间,发布工具,点赞数,转发数,评论数
DevZXxhFx,1月23日 横店 大雪 ❄️  原图 ,无,2016-01-23 23:50,iPhone 6,566580,186504,64442
DejqZscVn,提前剧透 这是年度最佳神射手 送给你们的专属福利 给大家拜个早年[发红包啦] #加寻年传说加年味##张艺兴加你加年味# http://t.cn/RbQ6HEj  [组图共2张] 原图 ,无,2016-01-22 15:51,iPhone 6,308772,187937,50345
Ddzguj0MQ,开工喝粥看电影三不误 恭祝大家 腊八节快乐 辞旧迎新 哈哈哈  [组图共3张] 原图 ,无,2016-01-17 18:19,iPhone 6,470388,184146,64344
DdeY62Qhf,最近开心的事好多兄弟们 Go Fighting  [组图共2张] 原图 ,无,2016-01-15 14:39,iPhone 6,378827,91897,51731
DcNwZyFSF,昨晚跟大家的合影 照片上的萌宠好多啊 谢谢@Pancoat中国  [组图共5张] 原图 ,无,2016-01-12 16:48,iPhone 6,310578,187539,34715
DcL6ZcbYX,哥哥们 快来救我！http://t.cn/R4N0WmG  ,无,2016-01-12 10:38,iPhone 6,254474,118382,36127
Dc7jofjb3,你们要的猴脸照 还有谁跟我一样早起了啊 #有话猴猴说# 把乐带回家 有话猴猴说  [组图共2张] 原图 ,无,2016-01-08 05:19,微博 weibo.com,324355,183877,48981
DbZvjCUZR,猫兄偷懒 我来客串@Clarisonic科莱丽-欧莱雅 天猫旗舰店店长 戳 Clarisonic官方旗舰店 抢红包 #刷新2016#  原图 ,无,2016-01-07 09:26,微博 weibo.com,150746,98001,27385
DbhpuajEo,听说味道是 可盐可甜 @芭莎男士 @Pancoat中国  [组图共5张] 原图 ,无,2016-01-02 17:11,iPhone 6,425246,179035,68515
Db9r6crZ6,"转发理由:yoyo baby 新年快乐 想你们了 回去见  보고싶어요 한국가면 보쟈~^^ 查看图片  
原始用户: wu世勋-EXO
转发内容: 新年快乐！ 谢谢2015年所有喜爱EXO的朋友们， 2016年也请多多关照哦。 2016年我们都要幸福  LAY哥哥,今年年末我们要一起过哦!  原图 ",无,2016-01-01 20:53,iPhone 6,360107,38247,34405
Db2VTgcUo,新年快乐 宝贝们  2016会是什么味道呢？  原图 ,无,2016-01-01 04:20,iPhone 6,627555,181794,92784
DavEiw2hv,"转发理由:祝贺子怡姐 祝福美丽的小公举   
原始用户: 稀土部队
转发内容: 2015年12月27日，你我她…小生命的诞生，让我们拥有了自己的家！一切平安、顺利，无限感激！  原图 ",无,2015-12-28 15:36,iPhone 6,268899,19076,20047
D9T1kgTbt,平安夜 送大家一棵圣诞树[圣诞树]  [组图共2张] 原图 ,无,2015-12-24 13:15,iPhone 6,689551,135286,100844
D8zx2xmjD,"转发理由:我也要看 //@黄渤:我也要看 //@舒淇:我也要看  
原始用户: 鬼吹灯之寻龙诀
转发内容: #寻龙诀1218摸金贺岁# 看过的人都这么说，大家还有要补充的吗？请在此畅所欲言______  [组图共9张] 原图 ",无,2015-12-15 21:48,iPhone 6,179423,27231,24299
D8wRf1pUm,今有鸡兔同笼，上有35头，下有94足，问鸡兔各几只？#肯德基圣诞正当红#答对的就去@肯德基 奖励自己！  [组图共3张] 原图 ,无,2015-12-15 15:00,微博 weibo.com,618665,124387,65317
D7C4eiFIm,"转发理由:你会下面吗 我想吃一碗阳春面  
原始用户: 老九门那些事
转发内容: #摸金世家热血集结##老九门# 首次曝光人物造型海报，@赵丽颖 乃尹新月 @William威廉陈伟霆 乃张启山 @努力努力再努力x 张艺兴乃二月红@应昊茗 乃齐铁嘴 @袁冰妍 乃丫头 @耘豪Harry 乃陈皮阿四 @王美人_MR 乃霍锦惜 @王闯Dean 乃陆建勋 @张铭恩 乃张副官，“揭九门起源，寻十年初心”！你，敢来吗？  [组图共9张] 原图 ",无,2015-12-09 14:25,iPhone 6,220723,149789,73599
D73SU3POB,"转发理由:谢谢大家 写给我的话 你们也记得 穿秋裤 晚安  
原始用户: 新浪娱乐
转发内容: #晚安大明星# 五分钟加长版来袭！张艺兴@努力努力再努力x 念微博私信给你听！那些对张演员说的话，还有“要穿秋裤”的叮嘱，听小[绵羊]逐字逐句念出来，是不是分外贴心？是谁发的私信请自觉认领>>>视频：晚安大明星 张艺兴贴心读粉丝来信 回顾往期精彩，请下载新浪新闻客户端http://t.cn/RyrJs4E  原图 ",无,2015-12-05 23:24,iPhone 6,325190,46391,38161
D6Ik6CGpa,"转发理由:我觉得是这样 过百万转发 导演给每人一台高档手机@魏楠先生   
原始用户: 电影从天儿降
转发内容: #从天儿降定档1204#明天帅霸天就要降落了，做好萌哭准备叭！ 售票链接: 【猫眼电影】：【北京从天儿降电影票团购】从天儿降影讯|影评|剧情_美团网【淘宝电影】：http://t.cn/RUklGF1【格瓦拉生活】：http://t.cn/RLaxAL9【微票儿】：http://t.cn/RUklVbQ【时光网】：从天儿降 北京影讯 2015年12月04日 《从天儿降》曝终极预告 喜剧合家欢预暖贺岁档  [组图共5张] 原图 ",无,2015-12-03 16:30,iPhone 6,172552,27928,20177
D6I5Vfpp5,感谢粉丝 感谢exo 感谢mama （由于一些“无法言语，说不清道不明”的原因重发一边  为了补偿 带张自拍  [组图共2张] 原图 ,无,2015-12-03 15:55,iPhone 6,421858,93970,52379
D6qofkyJV,Haha 张先森  原图 ,无,2015-12-01 18:51,iPhone 6,327445,88408,50856
D6pqjtUA0,谢谢红雷哥 黄渤哥 黄磊哥 小猪哥 王迅哥 录视频给予我电影上映前的鼓励和支持 你们对我的好 我收到了 我定当继续努力 不负你们的期待 第一次出演电影有很多不足 但还是希望大家能够多多支持我的第一部电影 从天儿降 并给予我最中肯的评价 谢谢大家  ,无,2015-12-01 16:24,iPhone 6,363033,45723,27161
D5W6vyUSc,"转发理由:作为一个：以前真的不坏 今年开始学坏 现在有点小坏 的好人 去学习一下大家都是怎么抓坏蛋的 这对我来说是非常有用的一件事   
原始用户: 电影坏蛋必须死
转发内容: #电影坏蛋必须死#半个娱乐圈，都在“抓坏蛋”！他们都说好，你们看不看！11月27日，坏蛋必须死，好人有好“抱”！半个娱乐圈 都在抓坏蛋  原图 ",无,2015-11-28 13:45,iPhone 6,217433,35076,25808
D5Pigreep,非常开心 也非常的紧张 从天而降 第一次 和大家见面了 到现在为止还没看过成片的我 十分羡慕看了点映的各位 我的第一步电影 从天儿降 需要大家的支持 也希望你们能给我最中肯的评价 我会继续努力的 谢谢（附照片一张）好评！  原图 ,无,2015-11-27 20:25,iPhone 6,486090,115608,70734
D5BTk0zlh,祝大家感恩节快乐  谢谢所有帮助过我的人 爱我的人 支持我的人 我会怀着一颗感恩的心祈祷  希望你们在这个节日里也会快乐 满足  ,无,2015-11-26 10:18,iPhone 6,345721,82526,45397
D5wRD8fP4,"转发理由:@孙红雷 哥 自拍杆别买了 我手里这个送你 //@新浪娱乐:#极限挑战电影定档0115# 极限六兄弟@黄渤 @孙红雷 @黄磊微博 @羅志祥 @演员王迅 张艺兴@努力努力再努力x 再聚首！电影《极限挑战》定档明年1月15日上映！玩命之旅带来极限欢乐，你敢一起来吗？  
原始用户: 新浪电影
转发内容: #极限挑战电影定档0115# 极限男人帮下乡版海报正式发布！点击看高清大图→→→电影《极限挑战》定档 @黄渤 @孙红雷 @黄磊微博 @羅志祥 @演员王迅 张艺兴@努力努力再努力x 携手回归，电影《极限挑战》2016年1月15日全国上映！六只冒牌锦衣卫组团穿越，变身夺宝奇兵，陪你一起玩命一起笑！  [组图共6张] 原图 ",无,2015-11-25 21:30,iPhone 6,175484,31943,21790
D5mwpnck0,"转发理由:都是咱们zhang家人 向导演和子怡姐学习！//@稀土部队:谁不爱小[绵羊]呢大家有没有发现@努力努力再努力x 的名字和我们谋大导演只差一个字吖 //@努力努力再努力x:小宝需要我的爱和呵护 小宝是爱我的 不信的话12月4日去电影院看  
原始用户: 新浪娱乐
转发内容: 电影《从天儿降》曝终极预告！@陈学冬 和张艺兴@努力努力再努力x 之间爆发激烈冲突，@姜雯Coco @李小璐Super璐 轮番黯然心碎，帅霸天一家五口竟遭遇车祸…萌娃究竟有什么神力？说好的欢脱合家欢呢？导演出来说说呗？@魏楠先生 @神父導演 #从天儿降定档1204# 视频>>>视频：电影《从天儿降》终极预告  [组图共6张] 原图 ",无,2015-11-24 19:10,iPhone 6,164386,27064,22129
D5evGglXq,"转发理由:小宝需要我的爱和呵护 小宝是爱我的 不信的话12月4日去电影院看  
原始用户: 新浪娱乐
转发内容: 电影《从天儿降》曝终极预告！@陈学冬 和张艺兴@努力努力再努力x 之间爆发激烈冲突，@姜雯Coco @李小璐Super璐 轮番黯然心碎，帅霸天一家五口竟遭遇车祸…萌娃究竟有什么神力？说好的欢脱合家欢呢？导演出来说说呗？@魏楠先生 @神父導演 #从天儿降定档1204# 视频>>>视频：电影《从天儿降》终极预告  [组图共6张] 原图 ",无,2015-11-23 22:46,iPhone 6,140134,73149,29161
D54e48SVM,陷入脑筋急转弯黑洞 谁再给我出一题？不要提醒我！ 《从天儿降》曝张艺兴zhui聪明特辑  原图 ,无,2015-11-22 20:35,微博 weibo.com,215293,91086,49693
D4UrIbhZA,"转发理由:亲爱的快本 今天我来了  请大家多多收看 并且 麻烦多多支持 从天儿降 电影噢^^  
原始用户: 湖南卫视
转发内容: 【#快乐大本营#今晚看点】今晚20:10@快乐大本营 宝贝计划进行中！萌宝宝张艺兴@努力努力再努力x  秀情话：“我想跟你问条路，去你心里的路”；暖男@陈学冬 秋裤暗藏！还有可爱甜馨来捣乱，助阵@李小璐Super璐 http://t.cn/RUuiyCd  原图 ",无,2015-11-21 19:42,iPhone 6,205013,22124,25830
D4SdRmA31,到达澳门 演唱会之前 一定要先来几只葡式蛋挞澳门exo来啦  原图 ,无,2015-11-21 14:02,iPhone 6,398046,73681,48000
D49w1jB5n,"转发理由:谢谢红雷哥 谢谢兴迷 送来冬日的温暖   
原始用户: 孙红雷
转发内容: 谢谢艺兴、红雷的粉探班。谢谢你们的礼物，也谢谢你们的书信……谢谢这温暖……@兴迷  @红雷家族  原图 ",无,2015-11-16 20:13,iPhone 6,271529,34218,31490
D3Q1Ol68W,"转发理由:感冒好多了 大家别担心  
原始用户: 音悦V榜
转发内容: #V榜热点# #张艺兴# @努力努力再努力x 作词作曲并演唱的电影主题曲《一个人》【一个人 电影 前任2:备胎反击战 主题曲-张艺兴(EXO) 高清MV-音悦台】,正在内地V榜和华语榜（China V Chart）打榜中。歌曲讲述了在爱情中默默付出的备胎心声。又一首原创作品闯入本周华语榜单，快来#帮张艺兴登Billboard华语冠军# 吧！打榜动态：http://t.cn/RUNpVsJ  [组图共9张] 原图 ",无,2015-11-14 18:36,iPhone 6,223338,62580,44798
D3IUuEa04,exo 新歌 希望大家多多支持 也希望你们喜欢 谢谢^^ 『百度音乐-移动版』百度音乐-移动版  ,无,2015-11-14 00:29,iPhone 6,283264,38598,31479
D3y8Eg5iY,国歌响起的那一刻 紧张 激动 自豪 为中国队加油！  [组图共4张] 原图 ,无,2015-11-12 21:04,iPhone 6,369452,60764,41884
D3oz3ANnO,"转发理由:还在孤单着的人 总会有一个人会懂得你的孤单 当你遇到TA 请你珍惜TA 11.11 即使只有一个人 也用心去爱 用爱取暖 希望你们喜欢我写的这首歌  
原始用户: 前任3再见前任
转发内容: #前任2用爱取暖# 小编来谢罪！看到我的诚意了吗？！@努力努力再努力x @努力努力再努力x @努力努力再努力x 前任2：备胎反击战 主题曲mv《一个人》张艺兴唱出备胎心声  [组图共9张] 原图 ",无,2015-11-11 20:41,iPhone 6,207229,43887,28560
D3coX5mCV,来看看我拍的视频：“好心情 乱弹嘿嘿 还蛮好听”，点此播放>>努力努力xxxx的美拍（通过 #美拍# 拍摄）  ,无,2015-11-10 13:44,美拍,178124,102594,45576
D33j6fD8m,破亿发自拍 我是不是又发晚了  [组图共2张] 原图 ,无,2015-11-09 14:34,iPhone 6,358866,96521,43981
D2VM0y6gV,今天是第16个记者节 节日播报员小艺兴 也来传播一下 辛苦每一位记者同志 在第一时间向广大人民群众 传递更多实时动态 让我们能多方面多角度的了解自己所关心的时事新闻 谢谢你们 辛苦了 祝所有记者朋友 记者节快乐  ,无,2015-11-08 19:24,iPhone 6,274259,39518,32267
D2CemwFrK,昨天收工后 被要求放下手机拍照 可我正在进攻啊 能不能让人安静的打打游戏了 诶哟喂  原图 ,无,2015-11-06 17:39,iPhone 6,339325,106581,61237
D23gfmxD0,第一次路演 开心开心 希望明天更美好 也希望大家多多支持 备胎反击战 和大家合作我真的十分开心 也十分感激 学到了很多 谢谢你们 @郭采洁 @郑恺 @写作文的田师傅  当然还有许多幕后的工作人员  [组图共2张] 原图 ,无,2015-11-03 00:37,iPhone 6,277937,91992,27386
D1TgFEa72,转发微博已被删除,无,2015-11-01 23:11,iPhone 6,225131,46835,21616
D0Ump0F2p,@羅志祥 哎呦喂 玩#够了# 了没？！看看你的汗 再看看我的汗 老自己玩自己 自high的神 #罗志祥真人show#  原图 ,无,2015-10-26 12:07,iPhone 6,328392,99580,62880
D0P3yCHfZ,"转发理由:那我就预定当孩子他干爹吧 //@黄渤:这俩不省心的货！以后孩子一眼大一眼小可咋整！？ //@羅志祥:我願意！ 雷兒阿～你喜歡男孩兒還是女孩兒呢（害羞的低頭） //@孙红雷:我的猪，选个好日子，咱们办了吧不怕是非，我们共同面对未来的日子和月子  
原始用户: 羅志祥
转发内容: 來給哥哥ㄧ個大驚喜  剛剛在ㄧ旁偷看你拍戲 好帥喔 探班成功！拍戲順利@孙红雷  原图 ",无,2015-10-25 22:37,iPhone 6,219810,53671,34768
D0iOomG9s,"转发理由:12月4日电影就要上映了 重点强调下 是12月4日，不是2月4日也不是2014……[呲牙]#从天儿降定档1204#  
原始用户: 新浪娱乐
转发内容: 我从哪里来？我到底是谁生的？拔拔麻麻为什么锒铛入狱？萌蠢囧事为什么接二连三发生？帅霸天带你走近科学，揭秘预告~#从天儿降定档1204# 举我上映，萌萌哒！  @魏楠先生 @神父導演 @郭敬明 @稀土部队 @陳正道 @陈学冬 @努力努力再努力x @李小璐Super璐 @姜雯Coco 电影《从天儿降》先行版预告  ",无,2015-10-22 12:32,iPhone 6,174849,116911,53027
D0an0BEUC,不知道明天@电影从天儿降 怎么卖萌 只知道自从用了帅霸天同款烈焰红唇 小璐姐@李小璐Super璐 就不愿跟我合影了 也不知道阿姨们还爱我么 #从天儿降定档2014#  原图 ,无,2015-10-21 15:02,iPhone 6,220878,94949,45905
D09fcv8MG,今天是农历九月初九 是重阳节  从前提倡的尊老 敬老 爱老 助老的风气 你们做到了么？ 如果不忙的话 抽些时间 陪陪老人  ,无,2015-10-21 12:10,iPhone 6,282735,49341,36483
CFm2CnuXx,转发微博已被删除,无,2015-10-16 13:23,iPhone 6,352991,89877,52116
CEXJiAwK0,乔丹是我心中的篮球之神，他说过很多名言 我最喜欢的是这一句：“有些人想成功，有些人渴望成功，有些人努力实现成功。” 我在《Dancing young》这首歌里对自己说：“我不是天才，别叫我天才，因为我完全靠勤奋。” 明天要在球场上表演了 偶像的名言和我的歌 给所有不是天才的人[强壮]#WeAreJordan#  [组图共2张] 原图 ,无,2015-10-13 23:30,iPhone 6,317422,70976,35711
CEaMgh3n2,听说今天要这个造型才应景 祝晓明哥@黄晓明 和baby姐@angelababy 新婚快乐 今天因为工作原因不能留在上海参加你们的婚礼了 祝哥哥姐姐永远甜蜜幸福 白头到老 也可以多发发合影 虐一虐我哈哈  [组图共4张] 原图 ,无,2015-10-08 18:52,iPhone 6,524678,35983,41075
CE2coxOsc,谢谢所有的兴迷 到场的 木到场的 这是美好的一天 谢谢你们为我创造了一个美好的回忆 也谢谢所有给我祝福的人 帮我的人爱我的人和 所有幕后工作人员 谢谢你 上海^^ see you again^^  [组图共3张] 原图 ,无,2015-10-07 21:02,iPhone 6,701081,1000000,1000000
CDSGAvkMB,明天见 baby  原图 ,无,2015-10-06 20:49,iPhone 6,546849,81210,169531
CDAJfh9La,"转发理由:哈哈 真有趣 这人太有才了！ //@孙红雷:b站剪刀手真帅。@努力努力再努力x    
原始用户: 小肥龙要当村长
转发内容: 【孙红雷RAP】艺兴STYLE UP主：吃素的狮子  #哔哩哔哩动画# 【孙红雷RAP】艺兴STYLE  ",无,2015-10-04 23:06,iPhone 6,260851,32981,31434
CD5sWanx3,今天是国庆节 是中华人民共和国66岁华诞 祝大家国庆快乐 长假7天里 休息好 玩好 吃好 也祝愿祖国 平安 繁荣 更强大  ,无,2015-10-01 15:31,iPhone 6,535119,59188,52717
CCE5czgcK,"转发理由:我亲爱的师傅～^^@黄磊微博  祝您和师母 永远幸福～  
原始用户: 孙红雷
转发内容: 美好……  [组图共4张] 原图 ",无,2015-09-28 17:48,iPhone 6,385913,18311,20360
CCm843IJq,中秋节了啊 活动一下 http://t.cn/RyoCty0（通过 #美拍# 拍摄）  ,无,2015-09-26 20:06,美拍,216557,115410,69455
CC8yk2Kxk,"转发理由:형~~~화이팅~~^^9월25일 많이많이 기대해주세요 承宪哥 电影加油～～9月25号 请期待^^  
原始用户: 宋承宪
转发内容: D-6  原图 ",无,2015-09-25 09:32,iPhone 6,266578,14369,14317
CBA5YBJAz,"转发理由:喔 原来是转发这个 不好意思啊 师傅 那假如我有个分身 我还是做只兔子吧 不做狮子了 狮子是小猪哥 红雷哥  //@黄磊微博:#假如我有一个分身#我要让他在美食和生活方式的圈圈里和你们一起玩儿，一起淘米洗菜烘焙，一起念诗赏花喝小酒，#hello黄小厨#，他来了，你在哪儿？@黄小厨noob   
原始用户: 黄小厨noob
转发内容: hello  黄小厨 #hello黄小厨# 初次见面，请多关照  ",无,2015-09-21 17:49,iPhone 6,204659,11947,16114
CBrDj57g5,今晚#极限挑战# 记得发我个链接 （暂时在国外 有的网站看不了 尽量发我能看的）最后一战 必须不能是小绵羊了 我要做小狮子～嗷呜～  原图 ,无,2015-09-20 20:16,iPhone 6,460553,134063,62663
CAv6SdJbA,"转发理由:第二季我也要原班人马 小猪哥你给我你的签名照吧 你是我小时候的偶像 尖叫 啊～哈哈哈哈 //@羅志祥:我看 我看 我ㄧ定要看 我最愛你們了 第二季ㄧ定要原班人馬喔 藝興我可以跟你要簽名照嗎 我是你的忠實粉絲 尖叫 啊～  
原始用户: 努力努力再努力x
转发内容: 今晚 记得看～～～~～～～～～～～～～～～～～～～～～～～～极限挑战 挑战（回音） 挑战（回音）！！！！倒数第二期了喔   ",无,2015-09-14 15:17,iPhone 6,299087,52621,42232
CAoQsfJyV,亲爱的 各位 这么晚 不好意思 打扰一下 请问谁有今天极限挑战 完整版 链接 发我个 由于不在国内 要一个国外能看滴 谢谢啊～～  ,无,2015-09-13 23:20,iPhone 6,367911,71761,46503
CAmqq9hRL,今晚 记得看～～～~～～～～～～～～～～～～～～～～～～～～极限挑战 挑战（回音） 挑战（回音）！！！！倒数第二期了喔   ,无,2015-09-13 17:10,iPhone 6,365495,106281,44112
CzSbXoy8B,今天是教师节 谢谢所有教导我的老师 帮助我 爱我的老师 你们辛苦了 也祝所有的老师 天天开心 健康幸福 桃李满天下 教师节 快乐   ,无,2015-09-10 12:12,iPhone 6,427044,60105,25201
CzC5A0nRx,"转发理由:期待徐峥哥 “高颜值”电影新作   
原始用户: 徐峥
转发内容: 我们电影邀请#王菲献唱港囧主题曲#非常好听，@赵英俊是潇洒哥 作词作曲，特别有才的一首歌，大家都来听听看。我只贡献了颜值。#925看港囧# 看这里[向右]🏻《港囧》主题曲MV《清风徐来》 王菲献唱  9月25日正式上映  ",无,2015-09-08 19:13,iPhone 6,218894,44822,15159
CztdHiTzF,完成十万次颠球任务 就能为100所学校送去足球装备 又能运动 又能做公益 一起来吧 （我的5次颠球只录了一次就成功了 哈哈 你们相不相信呀） 秒拍视频 .  ,无,2015-09-07 20:38,iPhone 6,322288,118747,34900
CziSYx9O4,极限挑战 又回来了 我兴奋 我开心 最重要的是 想你们呀 我的哥哥们 今晚8点50咱极限见 重新回来的我 哈哈 小绵羊要进化啦 ^^@羅志祥 @孙红雷 @黄渤 @黄磊微博 @演员王迅  ,无,2015-09-06 18:19,iPhone 6,382696,66332,56471
Cz91jokNX,惊喜变成美好记忆的过程 我也有一点小紧张呢 你们都会来吗 顺便解释一下 为什么是“重生”的音乐呢 因为遗失过一次USB～  原图 ,无,2015-09-05 17:12,iPhone 6,376489,114592,63680
CyJOBohYR,五星红旗 飘扬在蓝天中 依旧那么美 愿今天的阅兵能圆满成功 也祝福祖国 国泰民安 且日益强大！！！[中国]  [组图共3张] 原图 ,无,2015-09-03 01:03,iPhone 6,590227,76892,69726
CyEU8vivt,"转发理由:诶哟喂 一定要 hold 住啊 大家!  
原始用户: 前任3再见前任
转发内容: #前任2：备胎反击战# 首款预告片曝光！男人，你可以说他身材一般、长相一般、事业一般，但是活儿！……你们在说什么？备胎君怎么听不懂？偷偷告诉你，这款预告片可是很有料哦！《前任2:备胎反击战》先导预告片 郑恺套路得人心获众多备胎芳心  [组图共9张] 原图 ",无,2015-09-02 12:32,iPhone 6,288385,24775,28366
CyvEcptPJ,亲爱的 各位 大家最近都辛苦了！谢谢 你们开学 我也开工 离送出惊喜的时间越来越近了 ... http://t.cn/RywZ61S .  ,无,2015-09-01 12:58,iPhone 6,364574,137866,74859
CwIFN70nG,单身汪别郁闷 我们也可以单身旺嘛 今年的七夕情人节 因在为大家准备惊喜 所以特别甜蜜快乐 发张秘密照片 给你们 期待么 请期待!  原图 ,无,2015-08-20 18:27,iPhone 6,755249,131218,105278
CvDScowZG,为天津祈福 希望这次事故的伤亡降到最低 向消防员致敬 期盼你们平安归来  ,无,2015-08-13 16:24,iPhone 6,633108,53764,53316
Cvl4t3x5D,短短3个月 时间像起飞一样 嗖的一下 跑走了舍不得 你们不要太想我  极限挑战 带给我的快乐 成长 太多 学会了 太多了 也谢谢所有幕后工作人员 他们真的很伟大 @孙红雷 哥 @黄渤 哥 @黄磊微博 哥 @羅志祥 哥 @演员王迅 哥 我爱你们！来我们来嘟嘟嘴～再一次谢谢极限挑战 希望大家继续关注 极限挑战噢  [组图共6张] 原图 ,无,2015-08-11 16:32,iPhone 6,741695,91615,91542
CuW0Zpb5w,来到上海 好吃的烤串 我感受到了 浓浓滴兄弟的情义！谢谢@李治廷 过来看我 听我的歌 给我意见 希望你也身体健康 工作顺利 我会加油的 谢谢你 我很感动 真的  原图 ,无,2015-08-09 00:45,iPhone 6,528115,62349,55008
CuiR6utEb,"转发理由:谢谢所有粉丝朋友的关心 终于定档了 1204 抱我上映  
原始用户: 电影从天儿降
转发内容: #从天儿降定档1204# 由章子怡@稀土部队 制片，@郭敬明 监制，魏民@神父導演 、@魏楠先生 导演，@陳正道 任艺术总监，@陈学冬 @努力努力再努力x @姜雯Coco @李小璐Super璐  主演的电影《#从天儿降#》定档12月4日，发布概念海报及首支预告片，帅霸天我马上就要和大家见面啦 《从天儿降》天外来客版预告片  原图 ",无,2015-08-04 21:03,iPhone 6,339554,37488,39126
Cu8EBq0oU,800万福利 原本呢是有视频发的 但因为一些机不可湿祸不单行的原因 只好多发几张图了 别介意啊 谢谢大家  [组图共6张] 原图 ,无,2015-08-03 19:05,iPhone 6,731745,176653,122442
CtOQ1skbY,热烈祝贺  我们中国北京将成为历史上第一个既举办过夏季奥运会 又举办冬奥会的城市 期待 期待  ,无,2015-08-01 16:38,iPhone 6,541992,61178,47053
Ctq6lDcV3,我亲爱的小猪哥生日快乐 哈哈哈哈哈啊哈 帅气啊^^  原图 ,无,2015-07-30 01:40,iPhone 6,690051,61918,49080
CsgvMu6Pu,读信的时候 读到了 写的很棒 献给所有在奋斗的人们 希望大家一起互勉  原图 ,无,2015-07-22 11:25,iPhone 6,542389,88239,64632
CrQ0CyLr5,"转发理由:马上就开始演唱会了 诶哟喂 我的羊心怎么跑北京来了 哈哈哈  今晚 羊假狐威 黄师父 带我一起修炼吧！  
原始用户: 黄磊微博
转发内容: #极限挑战##猫鼠大战#老狐狸和小绵羊今晚一路狂奔24小时！@努力努力再努力x  [组图共4张] 原图 ",无,2015-07-19 15:56,iPhone 6,374220,68428,40143
CqNpxhbaY,"转发理由:#极限挑战#坚持就是胜利 翻不翻牌 这都是命啊 今晚记得看@东方卫视极限挑战  
原始用户: XXbackkk
转发内容: 向 @努力努力再努力x 提问: #极限挑战#已经发了几十条了  知道回复的可能不大  可是还是想问问  好好照顾自己  好好录节目  我们也会好好的陪在你身边[爱心] http://t.cn/RLbMBib  ",无,2015-07-12 19:29,微访谈,228886,8698,21170
CqNn8lqb8,"转发理由:然并卵 虽然在访谈页面没看到 但在首页看到了   
原始用户: 张艺兴工作室
转发内容: 向 @努力努力再努力x 提问: #极限挑战# 老板，其次每次去录节目时，我们都说老板好辛苦，其实是在掩饰内心的狂喜，又能边吐槽边截表情包了～哈哈哈哈哈哈反正你也看不见，大概七点二十删。 http://t.cn/RLbMBib  ",无,2015-07-12 19:23,微博 weibo.com,192039,13758,11681
CqNlX4kTv,"转发理由:#极限挑战#当然有饿 也决定好了吃什么 那就是 羊肉火锅 哈哈  
原始用户: wastinglifeeveryday
转发内容: 向 @努力努力再努力x 提问: #极限挑战# 在饭点做微访谈是不是饿饿的？有没有决定晚饭吃什么？ http://t.cn/RLbMBib  ",无,2015-07-12 19:20,微访谈,155028,9367,7768
CqNkhkL0I,"转发理由:#极限挑战#谢谢你 对我这么关心 我会注意好自己的身体 你们也要保重好自己的身体好么 我们一起成长！  
原始用户: 艺生一世只为兴
转发内容: 向 @努力努力再努力x 提问: #极限挑战#    兴哥，可能这么多的人，你不会回复我，但我也要发一下。知道你腰不太好，所以有小心。一个小小的问候没有什么，但你没有受伤，那我就很开心了。 http://t.cn/RLbMBib  ",无,2015-07-12 19:16,微访谈,143535,9645,4956
CqNijj7WA,"转发理由:#极限挑战#我最新学到的网络用语 终于能用上了：活久见  
原始用户: sugarbaekhyun
转发内容: 向 @努力努力再努力x 提问: #极限挑战#我这辈子都没见过这小哥哥发这么多微博我只是路过 只是路过 求翻牌子 http://t.cn/RLbMBib  ",无,2015-07-12 19:11,微访谈,133237,10438,5407
CqNh4bVVy,"转发理由:#极限挑战#你们喜欢就好 我就开心 具体颜值的评判 可以问问红雷哥 诶 你微博名字 我咋不知道捏  
原始用户: 张艺兴的圈外女友
转发内容: 向 @努力努力再努力x 提问: #极限挑战#兴哥你对你自己长得那么好看有什么看法 照镜子的时候会害怕镜子被你帅裂吗 http://t.cn/RLbMBib  ",无,2015-07-12 19:08,微访谈,133093,12030,7626
CqNb8AYYo,转发微博已被删除,无,2015-07-12 18:54,微访谈,123295,9488,5577
CqN9vfvG1,"转发理由:#极限挑战#我最近有个新的角色 想尝试 那就是～～～～～～～～～～～霸王 龙～！  
原始用户: 兴光紫
转发内容: 向 @努力努力再努力x 提问: #极限挑战#最近有接戏的打算吗？会尝试什么角色？ http://t.cn/RLbMBib  ",无,2015-07-12 18:50,微访谈,118089,9677,6368
CqN7sb2nd,转发微博已被删除,无,2015-07-12 18:45,微访谈,123490,10245,8414
CqN7glJpl,"转发理由:#极限挑战#小猪哥 特别讲义气 对我也十分照顾 如果有机会 希望能得到小猪哥在音乐 舞蹈上的帮助 然后小猪哥自己写的歌也很棒噢 十分期待合作  
原始用户: 秋秋秋兴兴兴
转发内容: 向 @羅志祥 @努力努力再努力x 提问: #极限挑战#艺兴哥哥以前说过小猪哥哥是你的偶像 现在可以一起录制节目还可以成为好兄弟一定很开心吧！希望以后可以看到你们在歌唱舞蹈方面的合作 加油 http://t.cn/RLbMBib  ",无,2015-07-12 18:44,微访谈,110702,9107,3714
CqN6zw7xD,转发微博已被删除,无,2015-07-12 18:43,微访谈,104884,9093,4395
